X,Y,OBJECTID,LRSDate,RouteIdentifier,Location,DirectionOfTravel,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,AADT,AccumulatedRouteMile,GlobalID,ReportingYear
-123.747910996157,46.6932847007155,3961,2022/12/31 08:00:00+00,105,SOUTHWEST OF MILEPOST 0.56: LOMBARD ST INTERSECTION,Bothways,105,,,4.19999981,2.26999998,0,1500,0.569999993,{7271E987-6B04-4B65-95F4-6F348C945ADA},2022
-120.903302717053,47.1830360818388,3962,2022/12/31 08:00:00+00,970,"AT MILEPOST 0.00: SR 90 BRIDGE; BEGIN ROUTE",Bothways,970,,,4.73000002,13.1800003,1.03999996,2900,0,{F153B317-A45D-4740-95B2-0C7A965568D7},2022
-120.179716292471,46.3462994385193,3963,2022/12/31 08:00:00+00,082P105818,"P1 RAMP (SR 82 EB TO SR 223)  AFTER MILEPOST 0.00: SR 82 EB INTERSECTION; BEGIN ROUTE",Southeast,082,P1,05818,4.11999989,6.42000008,3.0999999,1900,0.25,{57E9C38D-643F-4A79-A374-677CD182AE26},2022
-117.214131949729,47.5457934146208,3964,2022/12/31 08:00:00+00,027,AT MILEPOST 77.30: PERMANENT RECORDER P30,Bothways,027,,,5.36999989,1.92999995,0.230000004,6500,79.5999985,{F0ADC812-3D21-4B50-821B-32D140349143},2022
-120.079643256834,46.327667788137,3965,2022/12/31 08:00:00+00,082S106311,"S1 RAMP (CEMETERY RD TO SR 82 WB)  AFTER MILEPOST 0.00: LX06364-CEMETERY RD INTERSECTION; BEGIN ROUTE",West,082,S1,06311,2.55999994,2.4000001,1.47000003,1800,0.109999999,{90EE62F7-F8D7-4761-B3DC-19E8434E0E1A},2022
-122.180115686366,48.0393261901986,3966,2022/12/31 08:00:00+00,529,SOUTHEAST OF MILEPOST 5.77: SR 5 NB OFF RAMP,Bothways,529,,,,,,32000,6.94999981,{528A3D1D-DA06-43A2-8864-54527DC11263},2022
-122.632270221959,46.9644992745106,3967,2022/12/31 08:00:00+00,510SPYELMLP,"SOUTHEAST OF MILEPOST 13.53: MUD RUN RD, SR 510 ROUNDABOUT; BEGIN ROUTE",Bothways,510,SP,YELMLP,2.73000002,0.469999999,0.140000001,5600,0.00999999978,{69598E2C-EE06-47A3-A236-0927C4E60A63},2022
-119.274236994123,46.2587130160877,3968,2022/12/31 08:00:00+00,182,"AT MILEPOST 4.40: SR 240, SR 240*GEORGE WA WAY ON RAMP",Bothways,182,,,,,,74000,4.4000001,{B43A6598-A16A-4252-B6A1-D10442E20CFC},2022
-124.357956714113,48.0529920735281,3969,2022/12/31 08:00:00+00,101,SOUTHEAST OF MILEPOST 199.86: LAKE CREEK RD INTERSECTION,Bothways,101,,,6.53999996,2.45000005,0.680000007,3700,199.270004,{38627A34-7261-4D95-BCCC-A789D495C70D},2022
-123.67057147683,46.9375901916198,3970,2022/12/31 08:00:00+00,107,EAST OF MILEPOST 2.99: BLUE SLOUGH RD WYE CONNECTION,Bothways,107,,,4.59000015,4.51000023,0.25,3600,2.97000003,{285882D5-094F-4889-A0FF-7E4AC9FC4B48},2022
-122.549966554843,45.5969306355224,3971,2022/12/31 08:00:00+00,205,"AT MILEPOST 26.59: COLUMBIA RIVER-SR 14 BRIDGE; BEGIN ROUTE",Bothways,205,,,2.97000003,3.6099999,0.219999999,149000,0,{B697C028-17AF-4F04-92F5-3E3CC920A3FA},2022
-122.661637592387,45.6482810606116,3972,2022/12/31 08:00:00+00,005,AT MILEPOST 2.25: SR 500 WB UNDERCROSSING,Bothways,005,,,,,,86000,2.25,{EEAE1E90-6CCE-4033-A4F9-E6088009EC2D},2022
-122.898038531386,47.6934319330111,3973,2022/12/31 08:00:00+00,101,SOUTH OF MILEPOST 306.41: BRINNON LN INTERSECTION,Bothways,101,,,7.78999996,6.48999977,0.870000005,3200,305.459991,{8A00A118-9195-46FA-B4D0-A937491DB657},2022
-122.244833619159,47.4608873784747,3974,2022/12/31 08:00:00+00,181,"SOUTH OF MILEPOST 11.18: LONGACRES WAY, PVT RD INTERSECTION",Bothways,181,,,6.19000006,2.6099999,0.0399999991,33000,5.8499999,{1AE1CE9D-3FEA-40CA-B7F3-5718ADB61BD3},2022
-122.672320191931,47.5568842470981,3975,2022/12/31 08:00:00+00,003S103691,S1 RAMP (WERNER RD TO SR 3 SB)  AFTER MILEPOST 0.02: LX03731 WYE CONNECTION,Southeast,003,S1,03691,,,,4800,0.100000001,{A8566029-B174-48D4-AAD2-DD49C7A68219},2022
-122.137766845879,48.9169603644398,3976,2022/12/31 08:00:00+00,542,SOUTH OF MILEPOST 22.88: SR 547 EB ROUNDABOUT,Bothways,542,,,4.90999985,1.23000002,0.180000007,4500,22.8700008,{06012BD8-A34F-4F7B-A1C0-74B1F88B7569},2022
-122.321698624152,47.6705443133675,3977,2022/12/31 08:00:00+00,005,NORTH OF MILEPOST 170.04: NE 45TH ST*NE 50TH ST OFF RAMP,Bothways,005,,,,,,178000,170.029999,{293CD965-6D93-43DB-8077-94C07144E6CE},2022
-119.874472503391,47.2330617085986,3978,2022/12/31 08:00:00+00,028,EAST OF MILEPOST 28.75: 13TH AVE SW WYE CONNECTION,Bothways,028,,,,,,12000,32.8300018,{90AF51AB-AE49-477E-AACD-C753FA04CE84},2022
-117.045005387485,46.4166541436692,3979,2022/12/31 08:00:00+00,129,NORTHWEST OF MILEPOST 42.19: SR 129 WYE CONNECTION,Bothways,129,,,,,,9200,42.2000008,{01562A11-FBD4-42F4-93BF-213BFDCC8345},2022
-122.367000944214,47.7905788985035,3980,2022/12/31 08:00:00+00,104,WEST OF MILEPOST 26.43: 100TH AVE W INTERSECTION,Bothways,104,,,,,,20000,26.2999992,{AF65C1D2-BB80-4506-9D19-B4D59F6E64CA},2022
-122.106293338951,48.0027317135253,3981,2022/12/31 08:00:00+00,009,"SOUTH OF MILEPOST 15.76: SR 204, VERNON RD INTERSECTION",Bothways,009,,,,,,21000,15.75,{56A1257F-1370-418E-9CE2-3FCB97E26FE1},2022
-120.317344600221,46.3770851637248,3982,2022/12/31 08:00:00+00,022,NORTHEAST OF MILEPOST 3.48: MADISON AVE INTERSECTION,Bothways,022,,,,,,11000,2.77999997,{B554F49F-5773-425A-9CF0-1685DD67D1DA},2022
-122.552714423687,45.6655551622662,3983,2022/12/31 08:00:00+00,500,NORTH OF MILEPOST 5.83: NE 112TH AVE*NE GHER RD ON RAMP,Bothways,500,,,,,,53000,5.84000015,{67029A93-520A-48E3-A1F2-DE76F877BB1B},2022
-120.501569528361,46.6475370273151,3984,2022/12/31 08:00:00+00,082S102861,"S1 RAMP (E SELAH RD TO SR 82 WB)  AFTER MILEPOST 0.00: LX02902-EAST SELAH RD INTERSECTION; BEGIN ROUTE",Northeast,082,S1,02861,7.28000021,28.6399994,3.4000001,210,0.0799999982,{FB4DA851-3C0D-4750-82A4-1AC2C5E982AF},2022
-122.154743218062,47.7740289714957,3985,2022/12/31 08:00:00+00,522,AT MILEPOST 13.30: PERMANENT RECORDER P19,Bothways,522,,,5.48999977,2.47000003,0.189999998,52000,13.2600002,{CBD31BDB-9EC5-4CD7-8D5E-58DA026447B5},2022
-122.202595618739,48.8158018365673,3986,2022/12/31 08:00:00+00,009,SOUTH OF MILEPOST 79.40: SR 542 EB ROUNDABOUT,Bothways,009,,,6.19000006,6.92999983,1.78999996,4000,78.9599991,{B53866B0-DC33-4CFE-B8ED-26FB02F40FC8},2022
-122.191291499371,47.4921937635064,3987,2022/12/31 08:00:00+00,405Q100496,Q1 RAMP (SUNSET BLVD TO SR 405 NB)  AFTER MILEPOST 0.02: SUNSET BLVD WYE CONNECTION,North,405,Q1,00496,,,,4900,0.100000001,{A05D80F6-7E14-4DAA-A840-8D78BA0CAA90},2022
-122.561409438001,45.6208737860392,3988,2022/12/31 08:00:00+00,205S102801,"S1 RAMP (SE ML PL BL TO SR 205 SB)  AFTER MILEPOST 0.00: LX02833-SE MILL PLAIN BL INTERSECTION; BEGIN ROUTE",East,205,S1,02801,,,,4800,0.0500000007,{9905A787-D0FD-48A6-939F-C4C1126D620D},2022
-122.625012856475,47.5624369618711,3989,2022/12/31 08:00:00+00,304COTUNNEL,"AT MILEPOST 3.51: INCREASING MISCELLANEOUS FEATURE WATER EDGE-FERRY LANDING; BEGIN ROUTE",Northeast,304,CO,TUNNEL,2.68000007,1.22000003,1.46000004,410,0,{FFEFA212-BADA-47B7-BF16-0AF8B0D652AC},2022
-122.667979238056,45.7686817675884,3990,2022/12/31 08:00:00+00,005P101039,"P1 RAMP (SR 5 NB TO SR 502)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",North,005,P1,01039,4.98999977,6.07999992,0.310000002,8800,0.389999986,{899C6836-4232-43E3-83C4-A6F85A620E06},2022
-122.644674698298,47.5020768677228,3991,2022/12/31 08:00:00+00,160,"NORTHWEST OF MILEPOST 0.09: SR 16 OFF RAMP; SR 16 ON RAMP",Bothways,160,,,,,,24000,0.100000001,{3210D8C5-7EB3-4650-A47E-2081F025754F},2022
-123.810279507756,46.9527871312408,3992,2022/12/31 08:00:00+00,105,SOUTHEAST OF MILEPOST 47.39: TAFT RD INTERSECTION,Bothways,105,,,4.07999992,2.8599999,0.100000001,8000,47.1899986,{14D0660A-9C05-4A48-88A3-7CCC5A86D4A5},2022
-122.207046839168,47.9067073828381,3993,2022/12/31 08:00:00+00,527,SOUTH OF MILEPOST 11.05: 100TH PL SE INTERSECTION,Bothways,527,,,,,,29000,8.40999985,{0A692098-CEE4-4D2A-892F-49FAE1B5F4FD},2022
-122.186715240162,47.6064755412155,3994,2022/12/31 08:00:00+00,405,AT MILEPOST 13.04: PERMANENT RECORDER S204,Bothways,405,,,,,,190000,13.0299997,{CCAA49F0-9E46-4495-8142-92F0DD8DC3CE},2022
-122.324050278133,47.7351708474139,3995,2022/12/31 08:00:00+00,005P317427,"P3 RAMP (P217427 TO 5TH AVE NE)  AFTER MILEPOST 0.00: P217427 INTERSECTION; BEGIN ROUTE",East,005,P3,17427,,,,30,0.0700000003,{D803AAFF-AB2B-446A-B5FB-F60B30456429},2022
-117.82740905071,47.1245382422289,3996,2022/12/31 08:00:00+00,023,AT MILEPOST 27.73: IMBLER CREEK BRIDGE,Bothways,023,,,9.53999996,9.92000008,3.04999995,260,27.7700005,{FDF121A0-8828-4B24-8790-CE9006D84CBC},2022
-122.056361758124,47.1403782081005,3997,2022/12/31 08:00:00+00,165,SOUTH OF MILEPOST 19.57: SR 162 INTERSECTION,Bothways,165,,,7.17999983,1.15999997,0.119999997,5600,19.5499992,{A4A935B3-DF37-422A-9604-CB537D75914E},2022
-117.972265511551,47.3071803000293,3998,2022/12/31 08:00:00+00,023,"SOUTH OF MILEPOST 43.62: SR 90 OFF RAMP; SR 90 ON RAMP",Bothways,023,,,7.03000021,6.05999994,2.29999995,1400,43.6500015,{A8334A4F-F04A-4262-A3DC-F4E4399C8C39},2022
-123.394115510133,46.2290120538861,3999,2022/12/31 08:00:00+00,004,AT MILEPOST 33.71: ELOCHOMAN RIVER BRIDGE,Bothways,004,,,8.26000023,3.49000001,0.300000012,2000,33.7000008,{ECC44168-7CB5-4394-B602-5519C0660902},2022
-121.431406795429,48.5267096793674,4000,2022/12/31 08:00:00+00,020,WEST OF MILEPOST 106.11: CASCADE RD INTERSECTION,Bothways,020,,,,,,2400,105.620003,{F685270E-74FD-43C5-ACAA-43B7363688F9},2022
-122.194713372928,46.7659695394077,4001,2022/12/31 08:00:00+00,007,SOUTHEAST OF MILEPOST 17.07: 541ST ST E INTERSECTION,Bothways,007,,,,,,5100,17.0599995,{94300A6F-5DCF-45C1-B838-40E864BD7412},2022
-121.991046681418,48.529826056919,4002,2022/12/31 08:00:00+00,020,WEST OF MILEPOST 77.37: HAMILTON CEMETERY RD INTERSECTION,Bothways,020,,,,,,6400,76.9199982,{0F765F59-7AD6-4571-8AAC-3EE161EB9C3E},2022
-122.636440941565,47.8666146622894,4003,2022/12/31 08:00:00+00,104,AT MILEPOST 13.92: PERMANENT RECORDER R085,Bothways,104,,,3.94000006,3.24000001,0.270000011,18000,13.7200003,{F0F06DC9-A66A-479B-B288-3A6AF640546C},2022
-119.484297187887,47.393622453812,4004,2022/12/31 08:00:00+00,017,NORTH OF MILEPOST 76.12: SOAP LAKE CITY PARK ENTRANCE/EXIT,Bothways,017,,,5.76000023,7.71999979,1.61000001,2600,68.6200027,{74FACACE-4E8B-40BA-9309-CFFA792E8B93},2022
-122.245469031763,47.378863601681,4005,2022/12/31 08:00:00+00,167R101989,"R1 RAMP (SR 167 SB TO SR 516)  AFTER MILEPOST 0.00: SR 167 SB INTERSECTION; BEGIN ROUTE",Southwest,167,R1,01989,,,,5500,0.219999999,{D7C59D74-953A-44D5-85E9-64E6AD38A599},2022
-117.644798325914,47.6429241704831,4006,2022/12/31 08:00:00+00,002,WEST OF MILEPOST 275.33: FAIRCHILD AIR FORCE BASE INTERSECTION,Bothways,002,,,,,,11000,267.23999,{A299B4FB-6492-4837-AB88-4E835773181A},2022
-119.264228620325,46.2596303944532,4007,2022/12/31 08:00:00+00,182LX00495,LATERAL CROSSING (GEORGE WASHINGTON WAY)  SOUTHEAST OF MILEPOST 0.35: P500483 ON RAMP,Bothways,182,LX,00495,,,,29000,0.360000014,{268E147C-F4FE-44C6-BD32-3E50E3FB2BF0},2022
-122.69490375308,47.5816542036672,4008,2022/12/31 08:00:00+00,003,AT MILEPOST 39.32: AUSTIN DR UNDERCROSSING,Bothways,003,,,,,,55000,39.2700005,{05F42321-C821-43EB-9604-A051FDC2FA8D},2022
-122.190170414487,47.5576830252591,4009,2022/12/31 08:00:00+00,405R100946,"R1 RAMP (SR 405 SB TO LK WA BLVD)  AFTER MILEPOST 0.00: SR 405 SB INTERSECTION; BEGIN ROUTE",Southwest,405,R1,00946,,,,3200,0.140000001,{F10B988F-725C-4E75-9052-A943185C749C},2022
-124.252158256267,47.798282422458,4010,2022/12/31 08:00:00+00,101,NORTH OF MILEPOST 176.01: HOH MAINLINE INTERSECTION,Bothways,101,,,,,,1400,175.389999,{5FFF9999-A496-4E3D-AD79-D30DC44B1293},2022
-122.688458558169,45.8216656647082,4011,2022/12/31 08:00:00+00,005,NORTH OF MILEPOST 14.58: SR 501 OFF RAMP,Bothways,005,,,,,,94000,14.5900002,{F2FC486F-15F0-4E79-A161-94FC7F0BBE64},2022
-122.415137162965,47.2448058385683,4012,2022/12/31 08:00:00+00,509S100051,"S1 RAMP (PORTLAND AV TO SR 509 SB)  AFTER MILEPOST 0.00: LX00079, PORTLAND AVE INTERSECTION; BEGIN ROUTE",West,509,S1,00051,,,,3700,0.109999999,{99232450-1009-4B91-95AD-BA6529B8D7E2},2022
-121.981866763498,47.199805376647,4013,2022/12/31 08:00:00+00,164,NORTHWEST OF MILEPOST 15.10: CEDAR ST INTERSECTION,Bothways,164,,,,,,7600,14.7799997,{B8E08044-49C6-498D-8D91-7F99DFE97F7D},2022
-122.462124909549,47.2123104768846,4014,2022/12/31 08:00:00+00,005CI13031,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.65: Q113096 ON RAMP,North,005,CI,13031,,,,10000,0.779999971,{4E8558C2-59B2-441D-9C27-F27D5FA545A6},2022
-122.890672399807,46.4182639203041,4015,2022/12/31 08:00:00+00,005P105924,"P1 RAMP (SR 5 NB TO COUNTY RD)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",North,005,P1,05924,6.71000004,3.1500001,0.409999996,730,0.180000007,{660A387D-8CAA-4F7D-B0B1-FB857DC53286},2022
-122.461235712557,47.2015987265931,4016,2022/12/31 08:00:00+00,005CI13031,"COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",North,005,CI,13031,,,,10000,0.0700000003,{BDA9FD39-5E31-4A0B-AB68-659A71A18B74},2022
-120.488952402563,46.6055614193339,4017,2022/12/31 08:00:00+00,082R203357,"R2 RAMP (R103357 TO E YAKIMA AVE)  AFTER MILEPOST 0.00: R103357 INTERSECTION; BEGIN ROUTE",West,082,R2,03357,,,,4600,0.449999988,{6FFFB16C-91D0-4B56-8E9D-B44174F316E6},2022
-118.346975216505,46.072153219218,4018,2022/12/31 08:00:00+00,012S133604,"S1 RAMP (2ND AVE TO SR 12 WB)  AFTER MILEPOST 0.00: LX33652-2ND AVE INTERSECTION; BEGIN ROUTE",Southwest,012,S1,33604,3.78999996,2.25999999,1.10000002,1600,0.100000001,{DC95D457-3BDA-4F60-9831-82BC6E6DA5CB},2022
-122.66603829,45.6587904553672,4019,2022/12/31 08:00:00+00,005R100331,"R1 RAMP (SR 5 SB TO MAIN ST)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",South,005,R1,00331,1.98000002,0.319999993,0.0199999996,4400,0.330000013,{610C3A0A-E253-4B8F-9558-DC590575DDC1},2022
-119.010935780457,47.9405675844811,4020,2022/12/31 08:00:00+00,174,NORTH OF MILEPOST 21.43: SR 155 WYE CONNECTION,Bothways,174,,,5.48000002,3.0999999,0.209999993,1900,21.4200001,{3C3FCBEB-8711-48A3-B20D-EF5AF60D3041},2022
-122.545729840063,46.9963191064946,4021,2022/12/31 08:00:00+00,507,NORTH OF MILEPOST 35.19: 288TH ST S INTERSECTION,Bothways,507,,,,,,14000,35.5200005,{DE412E54-2548-4A6F-A26D-AC7D59B978BB},2022
-117.682679729228,47.5727250986084,4022,2022/12/31 08:00:00+00,902,SOUTH OF MILEPOST 6.09: LAKE ST INTERSECTION,Bothways,902,,,,,,4000,6.07999992,{40DE453E-666B-4926-A3F7-5F9E97FC5B9A},2022
-124.053197696818,46.3757093911696,4023,2022/12/31 08:00:00+00,103,NORTH OF MILEPOST 3.07: 31ST ST NW INTERSECTION,Bothways,103,,,3.75,0.800000012,0.0199999996,6200,3.07999992,{5EE0D8A9-B6B2-4E5D-9939-330A14A187B0},2022
-122.291905176473,47.8139188585697,4024,2022/12/31 08:00:00+00,005,AT MILEPOST 180.75: SR 524 SPCEDRWY (SPUR) BRIDGE,Bothways,005,,,3.06999993,3.3599999,0.25999999,163000,180.729996,{D9A40340-001A-415F-B1F0-48E292E46E14},2022
-119.235104420105,46.234070130169,4025,2022/12/31 08:00:00+00,240,EAST OF MILEPOST 38.32: COLUMBIA PARK TRAIL OFF RAMP,Bothways,240,,,,,,55000,36.4700012,{CF8C6769-2AE6-475A-9A4B-561E0F476B91},2022
-119.263676331172,46.2591722165714,4026,2022/12/31 08:00:00+00,240,"AT MILEPOST 36.05: SR 182 BRIDGE; END COINCIDENT",Bothways,240,,,2.66000009,0.620000005,0.0299999993,29000,34.2200012,{BE978E96-9DF9-4956-B7F7-F42CBF8ACF3E},2022
-120.472474251247,46.5404777857222,4027,2022/12/31 08:00:00+00,082P103753,"P1 RAMP (SR 82 EB TO SR 97 SB)  AFTER MILEPOST 0.00: SR 82 EB INTERSECTION; BEGIN ROUTE",Southwest,082,P1,03753,3.24000001,5.51999998,1.87,8000,0.349999994,{AB231272-828D-4C26-9128-4F8772882161},2022
-122.941224165669,47.0325703332799,4028,2022/12/31 08:00:00+00,101,AT MILEPOST 365.42: BLACK LK BLVD BRIDGE,Bothways,101,,,,,,46000,363.570007,{81131FE6-8792-4589-851D-04F3EE0C70F0},2022
-122.189122406116,47.5577508479407,4029,2022/12/31 08:00:00+00,405Q100959,"Q1 RAMP (LK WA BLVD TO SR 405 NB)  AFTER MILEPOST 0.00: LX00926-LK WASH BLVD SE INTERSECTION; BEGIN ROUTE",North,405,Q1,00959,,,,5600,0.0700000003,{7F1D35C4-9A11-480D-AE5C-98B62ED59A51},2022
-122.292455946118,47.8158227089542,4030,2022/12/31 08:00:00+00,005S118011,"S1 RAMP (SR 524 SP TO SR 5 SB)  AFTER MILEPOST 0.00: SR 524 SPCEDRWY (SPUR) INTERSECTION; BEGIN ROUTE",South,005,S1,18011,,,,7700,0.0199999996,{FE7B0523-E130-436D-BBC9-C8AFED34C855},2022
-122.832059446216,47.045952153518,4031,2022/12/31 08:00:00+00,005,EAST OF MILEPOST 108.46: SLEATER KINNEY RD OFF RAMP,Bothways,005,,,2.94000006,6.71000004,1,110000,108.540001,{38A7796C-5327-4523-9BB9-122BDBBF7576},2022
-122.312925050191,47.2896859727325,4032,2022/12/31 08:00:00+00,018,WEST OF MILEPOST 2.45B: SR 5 NB*SR 5 SB OFF RAMP,Bothways,018,,,,,,67000,0.239999995,{B9879BAE-BB4F-481B-B7F1-FE12D875C8D8},2022
-122.293614248364,47.3927058371983,4033,2022/12/31 08:00:00+00,516,NORTHWEST OF MILEPOST 1.88: 30TH AVE S WYE CONNECTION,Bothways,516,,,3.03999996,1.48000002,0.0299999993,34000,1.87,{AE81A9AC-7FA3-46BE-ACF4-565BB08038C8},2022
-122.976939438851,46.7269712284002,4034,2022/12/31 08:00:00+00,005,AT MILEPOST 82.73: HARRISON AVE BRIDGE,Bothways,005,,,,,,50000,82.8000031,{6CC52647-82A3-4658-A222-2F50AFD8AAE7},2022
-118.853368209489,46.6501522266406,4035,2022/12/31 08:00:00+00,395P105449,"P1 RAMP (SR 395 NB TO SR 260)  AFTER MILEPOST 0.00: SR 395 NB INTERSECTION; BEGIN ROUTE",Northeast,395,P1,05449,,,,1300,0.319999993,{1D0018E7-04E0-486A-98CF-31F895935C15},2022
-122.291344670288,47.2947884738485,4036,2022/12/31 08:00:00+00,005S114130,"S1 RAMP (SR 18 WB TO SR 5 SB)  AFTER MILEPOST 0.00: SR 18 WB INTERSECTION; BEGIN ROUTE",Southwest,005,S1,14130,,,,34000,0.0599999987,{3249FE30-D479-4EC3-A640-84F3CAD1CA9F},2022
-122.017641529695,47.5336278034981,4037,2022/12/31 08:00:00+00,090,SOUTHEAST OF MILEPOST 18.36: E SUNSET WAY OFF RAMP,Bothways,090,,,,,,60000,16.4200001,{D71CD71A-F8B7-459B-AE23-26C847BA3DB5},2022
-123.060074199965,48.0643287063508,4038,2022/12/31 08:00:00+00,101,SOUTHEAST OF MILEPOST 266.64: SIMDARS RD ON RAMP,Bothways,101,,,,,,19000,265.890015,{325696DD-4924-4B09-B62E-230CFFC75721},2022
-122.735017969121,48.9977056670184,4039,2022/12/31 08:00:00+00,543S100068,"S1 RAMP (D ST TO SR 543 SB)  AFTER MILEPOST 0.00: LX00082*D ST INTERSECTION; BEGIN ROUTE",South,543,S1,00068,,,,1000,0.0299999993,{16234C5A-2A9F-4306-8237-1A53ED3A005C},2022
-122.021911857905,47.5312234436212,4040,2022/12/31 08:00:00+00,090Q101838,"Q1 RAMP (E SUNSET WAY TO SR 90 EB)  AFTER MILEPOST 0.00: LX01806 INTERSECTION; BEGIN ROUTE",Northeast,090,Q1,01838,,,,3700,0.0700000003,{9CD5B343-08D7-47B9-BF70-97DCBC4F9444},2022
-122.240646310191,47.465318661844,4041,2022/12/31 08:00:00+00,405,NORTHWEST OF MILEPOST 1.22: SR 181 ON RAMP,Bothways,405,,,,,,166000,1.23000002,{FE3DCE50-CC0D-4213-AC61-7A698465E8AC},2022
-122.401731064294,48.6895340348147,4042,2022/12/31 08:00:00+00,005P124626,"P1 RAMP (SR 5 NB TO SAMISH HWY)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",North,005,P1,24626,5.57999992,0.860000014,0.0799999982,1300,0.140000001,{B061C40E-E6CA-4213-AAE8-54772BC9B944},2022
-122.347625239189,48.5641270741228,4043,2022/12/31 08:00:00+00,005,NORTH OF MILEPOST 236.85: BOW HILL RD ON RAMP,Bothways,005,,,,,,46000,236.839996,{12D0BD7C-657F-4BA8-9B3D-382443D529CB},2022
-122.324569706043,47.7297436789979,4044,2022/12/31 08:00:00+00,005S117414,S1 RAMP (SR 523 TO SR 5 SB)  AFTER MILEPOST 0.28: R117471 ON RAMP,South,005,S1,17414,,,,12000,0.310000002,{BA7D666E-1EA9-402A-9CF6-85F3210C48C3},2022
-120.374835559243,46.5493992072215,4045,2022/12/31 08:00:00+00,024,EAST OF MILEPOST 5.62: FAUCHER RD INTERSECTION,Bothways,024,,,4.80999994,5.53999996,3.99000001,4900,5.57999992,{B26B80CE-E51B-4A42-82D2-22C1F54C99DE},2022
-117.47754740377,47.9429775526382,4046,2022/12/31 08:00:00+00,395,"NORTHWEST OF MILEPOST 179.55: MAIN ST SB, SHORT RD SB ROUNDABOUT",Bothways,395,,,3.56999993,3.11999989,0.819999993,10000,184.320007,{86073359-FB07-459D-AEB6-2A7D0374D5E8},2022
-122.4663889344,47.1587826849695,4047,2022/12/31 08:00:00+00,512Q100100,"Q1 RAMP (STEELE ST TO SR 512 EB)  AFTER MILEPOST 0.00: LX00062-STEELE ST INTERSECTION; BEGIN ROUTE",East,512,Q1,00100,,,,3400,0.0700000003,{E9F785E5-504E-40CA-9DAF-443C0C2497DA},2022
-123.383050672813,46.9988396583925,4048,2022/12/31 08:00:00+00,012,SOUTHEAST OF MILEPOST 21.79: TWIDWELL RD INTERSECTION,Bothways,012,,,5.42000008,6.8499999,1,6600,21.5,{EA9C7B84-2123-4CEF-89A5-FE640CAEEE28},2022
-122.284700201661,47.1816788885328,4049,2022/12/31 08:00:00+00,512,NORTHWEST OF MILEPOST 10.52: MERIDIAN ST ON RAMP,Bothways,512,,,,,,96000,10.5299997,{A3CEC5DA-DFF8-4908-98DF-12F16DC3DB08},2022
-119.861271357481,47.0847839088595,4050,2022/12/31 08:00:00+00,281,"AT MILEPOST 0.00: SR 90 BRIDGE; BEGIN ROUTE",Bothways,281,,,6.11000013,11.6599998,5.46999979,5500,0,{76D21567-5093-494C-80D3-5B7214B664F8},2022
-122.216673371449,47.6403169157716,4051,2022/12/31 08:00:00+00,520Q100537,"Q1 RAMP (92ND AVE NE TO SR 520 EB)  AFTER MILEPOST 0.00: LX00515 INTERSECTION; BEGIN ROUTE",Northeast,520,Q1,00537,,,,4300,0.0399999991,{5D261286-F770-4DE8-B844-4780FE1ECA16},2022
-122.341718535146,48.4358952251816,4052,2022/12/31 08:00:00+00,005LX22773,"LATERAL CROSSING (COLLEGE WAY)  EAST OF MILEPOST 0.00: S122721 OFF RAMP; R122803 ON RAMP; BEGIN ROUTE",Bothways,005,LX,22773,2.52999997,1.00999999,0.0399999991,21000,0.00999999978,{2A6BD2A1-8A86-4358-B4F9-8917A3EB505B},2022
-122.334191990993,47.5346089176079,4053,2022/12/31 08:00:00+00,099R102604,R1 RAMP (SR 99 TO SR 509 NB)  AFTER MILEPOST 0.02: SR 99 WYE CONNECTION,Northwest,099,R1,02604,,,,14000,0.0900000036,{DFB21F3C-963F-4E01-81F1-7357E069B7E9},2022
-122.035042822108,47.5407646398419,4054,2022/12/31 08:00:00+00,090R101742,"R1 RAMP (SR 90 WB TO FRONT ST)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE",North,090,R1,01742,,,,6300,0.270000011,{208B8BF4-86FE-4367-AF3F-07DA3D1BE4D4},2022
-122.117013526681,48.2085929924343,4055,2022/12/31 08:00:00+00,530,NORTH OF MILEPOST 22.14: ARLINGTON HEIGHTS RD INTERSECTION,Bothways,530,,,5.32999992,3.3499999,1.02999997,8500,5,{DC67BB84-D629-4904-92FD-93C63A3FE3B7},2022
-120.452768237292,46.6923930090154,4056,2022/12/31 08:00:00+00,082,"EAST OF MILEPOST 24.86: REST AREA ON RAMP; PERMANENT RECORDER R048",Bothways,082,,,4.46999979,17.7999992,2.48000002,19000,24.8700008,{B4945B69-9A42-4ADF-8FF8-44CF741D27A1},2022
